"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio12","bio13","bio14","bio15","cmimax","cmimean","cmimin","cmirange","gsl","swb","gdd5","CCmean","CCSD","gsMono","range.bio1","range.bio2","range.bio3","range.bio4","range.bio5","range.bio6","range.bio7","range.bio12","range.bio13","range.bio14","range.bio15","range.cmimax","range.cmimean","range.cmimin","range.gdd5","range.cmirange","range.CCmean","range.CCSD","range.gsl","range.swb","Specimens"
33101,10687,NA,NA,NA,"Knapp, S","0.8.2011",-5.966667,-77.95,1500,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",16.95,7.6,0.824,0.48,21.25,12.05,9.2,1172,172.8,28,40.9,48.4,-18.9,-80.1,128.5,365,-287,4360.9,86.88,3.75,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
33202,10688,NA,NA,NA,"Knapp, S","0.8.2011",-5.883333,-77.333333,850,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",23.25,8.7,0.748,0.486,28.85,17.25,11.6,1378,199.4,49.6,38.6,62.5,-13.4,-64.4,126.9,365,-223,6654.7,75,12,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
33322,10689,NA,NA,NA,"Knapp, S","0.9.2008",-10.2,-75.216667,320,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",25.15,7,0.697,0.445,30.35,20.25,10.1,2309,362.4,71.2,51.2,234.7,69.2,-50.1,284.9,365,-12,7354.7,64.66,16.71,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
53824,10690,NA,NA,NA,"Tepe, EJ","14.10.2010",-5.673083,-77.7708,1950,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",15.95,7.2,0.805,0.528,20.15,11.25,8.9,1872,258.7,57.4,37.8,157.4,52.2,-43.5,200.9,365,107,4011,85.56,8.5,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65139,10691,NA,NA,NA,"Knapp, S","0.2.2012",-10.15133,-75.38867,600,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",22.85,6.9,0.73,0.479,27.35,17.85,9.5,3469,540.3,106.2,50,421.9,162.8,-27,448.9,365,123,6508.7,72.53,12.64,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65321,10692,NA,NA,NA,"Knapp, S","0.2.2012",-12.66667,-71.25,400,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",23.25,7.3,0.715,0.975,28.05,17.85,10.2,2715,438.9,69,58.6,319.6,119.1,-31.9,351.5,365,101,6641.4,68.95,10.41,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65322,10693,NA,NA,NA,"Knapp, S","0.2.2012",-12.85925,-73.50667,1650,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",18.35,10,0.699,0.784,24.45,10.15,14.3,921,163.5,13.4,67.6,39.1,-23.2,-56.1,95.3,280,-300,4868.8,78.82,12.37,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65324,10694,NA,NA,NA,"Knapp, S","0.2.2012",-13.25,-70.66667,400,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",23.15,7,0.652,1.155,27.45,16.75,10.7,3993,612.4,127,48,472.2,218.2,32.7,439.5,365,170,6638,76.35,8.49,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65325,10695,NA,NA,NA,"Knapp, S","0.2.2012",-11.7815,-72.70167,400,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",23.55,7.6,0.719,0.582,29.15,18.55,10.6,1705,294.8,26,70.9,166.4,23.8,-89.6,256,360,-194,6761.3,73.89,12.11,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
65327,10696,NA,NA,NA,"Knapp, S","0.2.2012",-10.63333,-75.16667,950,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",18.45,7.2,0.731,0.506,23.35,13.45,9.9,3116,546.8,87.3,57,441.2,147.2,-14.9,456.1,365,104,4914.6,81.45,9.09,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
73331,10697,NA,NA,NA,"Knapp, S","0.12.2013",-10.01528,-75.59861,926,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",20.65,7.4,0.736,0.603,25.15,15.05,10.1,3496,495.7,126.2,42.6,362,163.6,4.5,357.5,365,136,5699.1,80.21,8.59,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
9417,10698,NA,NA,NA,"Knapp, S","14.1.2005",-6.195348,-78.164707,3200,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",9.35000000000004,8,0.821,0.522,13.85,4.15000000000004,9.7,1759,278.2,42.8,45.3,191.2,56.1,-43.5,234.7,365,172,1599.1,97.15,1.74,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
98880,10699,NA,NA,NA,"Knapp, S","0.0.2015",-12.93167,-72.60056,2800,"conicum","conicum","nongeophyte",NA,24,"Potato","PER","Peru",2.41,"LocoGSE","Pteroidea","",14.35,7.7,0.704,0.806,19.15,8.15000000000004,11,1400,250.5,25.8,68,161.8,33.6,-49,210.8,365,5,3420.4,92.37,10.8,1.205,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,26
53725,10763,NA,NA,NA,"Tepe, EJ","0.12.2009",1.18,-78.08,1325,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","COL","Colombia",1.54,"LocoGSE","Herpystichum","",19.85,4.4,0.873,0.244,22.45,17.45,5,7258,799.7,395,18.3,699.3,501.6,288.8,410.5,365,191,5413.8,96.06,1.26,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
75487,10764,NA,NA,NA,NA,"0.0.0",1.1,-77.58,1300,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","COL","Colombia",1.54,"LocoGSE","Herpystichum","",11.45,7.2,0.838,0.201,16.05,7.45000000000004,8.6,1555,205.1,45.5,41.1,96.4,26.1,-63.9,160.3,365,56,2363.1,94.22,1.81,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
75488,10765,NA,NA,NA,NA,"0.0.0",1.22,-78.28,220,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","COL","Colombia",1.54,"LocoGSE","Herpystichum","",22.45,4.3,0.802,0.367,25.25,19.85,5.4,9225,1076.8,536.9,19.9,977.4,676.5,443.9,533.5,365,229,6368.4,94.28,3,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
24509,10766,NA,NA,NA,"Tepe, EJ","0.0.2008",0.35,-79.733333,400,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",23.05,6,0.887,0.292,26.85,20.05,6.8,1906,366.3,30.8,80.8,267.4,68.4,-54.6,322,364,-50,6600,95.88,1.25,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
53430,10767,NA,NA,NA,"Tepe, EJ","0.6.2009",-0.49,-78.45,250,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",8.85000000000004,7.5,0.842,0.186,13.45,4.55000000000004,8.9,1971,261.3,57.8,39.5,154.4,56.1,-52.8,207.2,365,190,1399,91.2,5.84,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
53437,10768,NA,NA,NA,"Tepe, EJ","0.6.2009",0.932604,-78.191882,1200,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",19.55,5.1,0.879,0.233,22.55,16.75,5.8,6732,748.9,385.3,18.2,652.3,465.5,282.8,369.4,365,231,5313.4,94.51,1.44,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
53530,10769,NA,NA,NA,"Tepe, EJ","20.6.2009",0.2136,-79.424,580,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",24.85,6.2,0.863,0.312,28.55,21.35,7.2,2273,401.1,43.4,75.1,280.7,87.7,-53.1,333.8,365,-59,7232.6,83.65,4.33,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
53534,10770,NA,NA,NA,"Tepe, EJ","20.6.2009",0.49,-78.26,1220,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",10.05,8.4,0.815,0.252,15.75,5.45000000000004,10.3,1856,244.4,45.2,42.7,136.2,43.9,-73.1,209.3,365,64,1843.5,92.31,2.82,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
53710,10771,NA,NA,NA,"Tepe, EJ","0.2.2009",0.59,-78.36,350,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",12.05,7.1,0.837,0.198,16.65,8.15000000000004,8.5,2670,337.1,88.1,34.6,244.6,127.7,-18.7,263.3,365,191,2558.2,92.19,6.96,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
75495,10772,NA,NA,NA,NA,"0.0.0",1.195556,-78.57472,200,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",23.85,5.1,0.819,0.362,27.25,21.05,6.2,6280,792.2,354.4,25,696.8,428,265,431.8,365,176,6861.3,91.54,2.72,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
75497,10773,NA,NA,NA,NA,"0.0.0",0.838333,-78.75,250,"crassinervium","crassinervium","nongeophyte",NA,24,"Potato","ECU","Ecuador",1.54,"LocoGSE","Herpystichum","",24.15,4.5,0.788,0.359,27.15,21.45,5.7,5755,759,286.3,30.8,656.9,392.5,201.3,455.7,365,166,6992,92.69,2.51,0.77,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,11
31350,10902,NA,NA,NA,"Knapp, S","0.0.2008",-35.462361,-70.969417,1593,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",7.25000000000004,10.9,0.479,4.483,19.65,-3.14999999999996,22.8,2297,528.6,18.8,91,498,106.2,-145.4,643.4,327,-255,1179.1,39.03,16.47,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84599,10903,NA,NA,NA,"Spooner, DM","0.0.2013",-38.85,-71.43,900,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",5.85000000000004,10,0.436,4.518,19.55,-3.24999999999996,22.8,2735,526,59.3,67.2,479,133,-82.1,561.1,223,-7,886,56.56,16.29,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84600,10904,NA,NA,NA,"Spooner, DM","0.0.2013",-37.82,-71.17,1810,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",3.35000000000004,11,0.451,4.839,18.25,-6.14999999999996,24.4,2488,513.4,51.7,75.6,464,105.8,-114.8,578.7,26,-154,539.8,64.66,23.21,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84601,10905,NA,NA,NA,"Spooner, DM","0.0.2013",-37.68,-71.33,820,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",4.85000000000004,10.5,0.452,4.62,18.85,-4.44999999999996,23.3,3047,616.4,62.9,74.3,573.2,163.4,-97.8,671,111,29,723.5,49.06,17.13,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84605,10906,NA,NA,NA,"Spooner, DM","0.0.2013",-37.37,-71.72,500,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",10.35,10.5,0.483,3.981,22.65,0.950000000000038,21.7,2706,524.4,58.7,72.8,479.4,127.1,-114.7,594.1,365,-157,1938.3,45.01,15.39,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84606,10907,NA,NA,NA,"Spooner, DM","0.0.2013",-35.08,-70.6,1240,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",2.55000000000004,10.4,0.433,4.967,16.45,-7.54999999999996,24,2047,474.8,18.7,93,416.6,68.6,-138.3,554.9,0,-254,444.3,38.62,18.25,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84608,10908,NA,NA,NA,"Spooner, DM","0.0.2013",-34.55,-70.6,1150,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",8.35000000000004,11.3,0.475,4.906,21.25,-2.44999999999996,23.7,1289,308.9,7.7,98.9,274.4,14.3,-159.4,433.7,294,-403,1494.9,38.59,17.61,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84612,10909,NA,NA,NA,"Spooner, DM","0.0.2013",-34.57,-70.5,2245,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",-0.0499999999999621,10.5,0.435,5.267,13.35,-10.75,24.1,2133,513,12.9,98.6,474.7,91.2,-130.3,605,0,-264,175.8,61.86,23.8,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84630,10910,NA,NA,NA,"Spooner, DM","0.0.2013",-38.23,-71.25,1080,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",6.95000000000004,11,0.455,4.75,21.65,-2.54999999999996,24.2,2318,471.1,45,73.5,438.7,104.6,-111.6,550.2,339,-97,1142.6,52.79,18.18,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84640,10911,NA,NA,NA,"Spooner, DM","0.0.2013",-38.2,-71.77,1005,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",5.75000000000004,10,0.461,4.111,18.45,-3.14999999999996,21.6,3922,733.9,87.6,66.8,676.9,227,-53.9,730.8,300,72,807.1,55.41,13.07,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84642,10912,NA,NA,NA,"Spooner, DM","0.0.2013",-37.88,-71.6,440,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",9.25000000000004,10.9,0.465,4.478,22.65,-0.849999999999962,23.5,2489,479,52.2,70.2,439.9,113.3,-108.2,548.1,365,-121,1646.3,47.86,15.52,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84643,10913,NA,NA,NA,"Spooner, DM","0.0.2013",-37.37,-71.38,1380,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",6.25000000000004,10.1,0.446,4.465,19.85,-2.84999999999996,22.7,2395,488.8,48.1,76.2,440,99.4,-128.2,568.2,319,-170,958.9,52.26,20.11,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84644,10914,NA,NA,NA,"Spooner, DM","0.0.2013",-36.88,-71.38,1700,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",-2.34999999999996,10.9,0.472,4.519,11.55,-11.65,23.2,3551,754,50.3,83.4,700.6,204.1,-99.7,800.3,0,NA,NA,66.14,22.63,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84646,10915,NA,NA,NA,"Spooner, DM","0.0.2013",-36.88,-71.48,1250,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",4.35000000000004,10.7,0.48,4.273,17.65,-4.74999999999996,22.4,3329,700.2,51.7,80.8,646.2,177.5,-117.5,763.6,71,-109,587.3,50.34,15.29,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84647,10916,NA,NA,NA,"Spooner, DM","0.0.2013",-36.65,-71.27,710,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",11.65,11.9,0.49,4.593,25.85,1.65000000000004,24.2,2607,570.8,29.9,85.4,523.9,108.7,-159.1,683,332,-307,2409.7,40.78,17.58,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84649,10917,NA,NA,NA,"Spooner, DM","0.0.2013",-34.83,-70.73,1540,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",9.55000000000004,11.4,0.489,4.67,22.45,-0.849999999999962,23.3,1781,420.8,12.8,96.4,370.4,42.4,-154.2,524.7,305,-413,1751.2,35.95,17.15,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84650,10918,NA,NA,NA,"Spooner, DM","0.0.2013",-34.35,-70.42,2200,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",8.15000000000004,10.8,0.441,5.423,21.55,-2.94999999999996,24.5,1463,352.5,8.8,98.6,294.3,11.2,-157.8,452,271,-539,1508.1,36.59,18.49,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84651,10919,NA,NA,NA,"Spooner, DM","0.0.2013",-33.5,-70.47,1850,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",8.35000000000004,11.6,0.466,5.164,21.45,-3.34999999999996,24.8,722,164.8,4.7,96.5,126.5,-29.7,-152.2,278.7,254,-524,1560.4,35.3,17.67,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
84652,10920,NA,NA,NA,"Spooner, DM","0.0.2013",-33.7,-70.38,1500,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",10.15,11.1,0.438,5.71,24.05,-1.34999999999996,25.4,967,227.4,5.7,100.7,182.6,-26.1,-163.7,346.3,273,-658,2072,32.22,17.62,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
91526,10921,NA,NA,NA,"Spooner, DM","0.0.2013",-32.8087,-70.09863,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",-2.84999999999996,8.3,0.353,5.944,10.75,-12.75,23.5,1333,313.8,23.9,96.3,286,37.9,-103.1,389.1,0,-235,35.2,67.13,26.22,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95500,10922,NA,NA,NA,"Spooner, DM","0.0.2013",-32.5833,-71.4166,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",14.95,6.1,0.45,2.545,22.65,9.05000000000004,13.6,552,139.5,0.9,115,99.2,-54.6,-171.3,270.6,260,-776,3609.9,38.22,11.44,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95501,10923,NA,NA,NA,"Spooner, DM","0.0.2013",-32.8333,-70.6166,475,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",16.55,11.3,0.467,4.86,29.05,4.95000000000004,24.1,382,96.5,2.3,106.6,56.6,-68.7,-171.4,227.9,194,-867,4192.3,25.46,15.28,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95503,10924,NA,NA,NA,"Spooner, DM","0.0.2013",-33.0166,-71.2666,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",14.95,10.9,0.537,3.333,25.95,5.65000000000004,20.3,620,154.9,1.2,113.5,116.5,-51.1,-176.9,293.4,235,-794,3614.8,26.73,14.44,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95504,10925,NA,NA,NA,"Spooner, DM","0.0.2013",-33.2333,-71.5666,2000,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",13.05,5,0.43,2.406,19.25,7.55000000000004,11.7,765,186.4,0.8,111.7,134.9,-45.1,-176.7,311.6,304,-777,2928.9,33.02,14.78,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95520,10926,NA,NA,NA,"Spooner, DM","0.0.2013",-34.1666,-70.75,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",15.55,12.9,0.501,4.894,28.85,3.15000000000004,25.7,699,160.9,2.8,100.2,129.5,-44.7,-183.9,313.3,236,-745,3827.2,31.47,17.85,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95521,10927,NA,NA,NA,"Spooner, DM","0.0.2013",-35.0166,-71.4333,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",14.65,12,0.49,4.439,29.05,4.55000000000004,24.5,777,187.3,2,101.1,149.8,-41.4,-188.7,338.5,244,-729,3506,32.5,17.71,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95522,10928,NA,NA,NA,"Spooner, DM","0.0.2013",-35.3166,-72.4166,830,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",13.85,5.2,0.418,2.394,21.15,8.75000000000004,12.4,929,206.1,4.3,100.5,156.7,-34.5,-180.7,337.4,312,-697,3227,41.28,11.96,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
95523,10929,NA,NA,NA,"Spooner, DM","0.0.2013",-35.4333,-71.6666,0,"etuberosum","etuberosum","rhizomatous",NA,24,"Potato","CHL","Chile",1.64,"FCM","Etuberosum","",14.45,11.9,0.492,4.282,28.75,4.55000000000004,24.2,837,196.4,3.8,97.2,164.1,-29.5,-177.4,341.5,253,-638,3445.4,34.75,19.38,0.82,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,38
