"SP1","mean.bio1","mean.bio2","mean.bio3","mean.bio4","mean.bio5","mean.bio6","mean.bio7","mean.bio12","mean.bio13","mean.bio14","mean.bio15","mean.cmimax","mean.cmimean","mean.cmimin","mean.cmirange","mean.gsl","mean.gdd5","mean.swb","mean.CCmean","mean.CCSD","sd.bio1","sd.bio2","sd.bio3","sd.bio4","sd.bio5","sd.bio6","sd.bio7","sd.bio12","sd.bio13","sd.bio14","sd.bio15","sd.cmimax","sd.cmimean","sd.cmimin","sd.cmirange","sd.gsl","sd.gdd5","sd.swb","sd.CCmean","sd.CCSD","median.bio1","median.bio2","median.bio3","median.bio4","median.bio5","median.bio6","median.bio7","median.bio12","median.bio13","median.bio14","median.bio15","median.cmimax","median.cmimean","median.cmimin","median.cmirange","median.gsl","median.gdd5","median.swb","median.CCmean","median.CCSD","shapiroP.bio1","shapiroP.bio2","shapiroP.bio3","shapiroP.bio4","shapiroP.bio6","shapiroP.bio7","shapiroP.bio12","shapiroP.bio13","shapiroP.bio14","shapiroP.bio15","shapiroP.cmimax","shapiroP.cmimean","shapiroP.cmimin","shapiroP.cmirange","shapiroP.gsl","shapiroP.gdd5","shapiroP.swb","shapiroP.CCmean","shapiroP.CCSD","skew.bio1","skew.bio2","skew.bio3","skew.bio4","skew.bio5","skew.bio6","skew.bio7","skew.bio12","skew.bio13","skew.bio14","skew.bio15","skew.cmimax","skew.cmimean","skew.cmimin","skew.cmirange","skew.gsl","skew.gdd5","skew.swb","skew.CCmean","skew.CCSD","subClade","PClade"
"incurvum",17.3681818181818,7.14545454545455,0.718181818181818,0.651545454545455,21.9863636363636,12.0318181818182,9.95454545454546,3149.45454545455,465.709090909091,104.518181818182,46.2909090909091,351.463636363636,150.127272727273,-1.6,353.072727272727,365,4512.80909090909,121.363636363636,81.5027272727273,8.71,4.73726042809938,0.341653732201586,0.0272279936161965,0.211398374466959,4.72298056893583,4.80995180471034,0.518389113241465,942.039740524397,146.396942963611,32.1650063945841,7.18323806447406,145.740270843218,79.1971854412654,34.8379103850963,119.763835033027,0,1722.80037987838,92.297641061159,9.01892132231908,5.14859786738098,16.85,7,0.72,0.605,21.25,11.95,9.9,3073,438.2,99.2,46.6,331.3,144.7,0.1,358.6,365,4305.5,145,84.54,7.56,0.936969179641528,0.267941932372157,0.158781021347862,0.0360562551762054,0.990893356680737,0.260636865023317,0.147137327433025,0.168812868949434,0.821983374987602,0.853192536829915,0.140207264394991,0.116438673802093,0.497237533085317,0.326668295998948,NA,0.93299082901978,0.0110261514891877,0.326445959352669,0.16178884027916,-0.125217174621114,1.05056784669069,-1.30154935612658,1.67785049280261,-0.0632669001340453,-0.128833216393671,0.391727377662089,0.209390660845631,0.600408397804575,0.66179985841237,-0.473821650962415,0.716425812958411,0.489703743498277,0.765120783256505,0.366438665469067,NA,-0.120551404020762,-1.7209236101514,-0.450278975773678,0.188633146794098,"Pteroidea",""
"infundibuliforme",9.06084337349401,13.4457831325301,0.643313253012048,2.62396385542169,18.3102409638554,-2.54638554216863,20.8566265060241,841.10843373494,215.014457831325,4.46987951807229,111.012048192771,73.9024096385542,-41.1963855421687,-107.585542168675,181.496385542169,241.21686746988,1612.31204819277,-629.048192771084,35.1440963855422,16.7592771084337,2.99983788375763,2.80114528862833,0.0367890916066174,0.777495266173074,3.11404919361476,3.88218086129284,4.0629555735877,476.512329634668,81.6182086518929,8.91034935314341,16.1419495723921,87.6757551601543,45.3510223774372,26.1630773742363,67.5578278863937,92.367776055734,950.910507624985,306.306394652855,13.5178965418968,4.79919372881161,8.95000000000004,13.8,0.653,2.615,18.85,-3.54999999999996,21.5,689,206.2,1.2,114.6,52.2,-58.3,-117.5,171,255,1453.6,-728,30.24,16.44,0.0166535517621876,0.0595161553114032,3.03970899382228e-09,0.0314344216945657,0.00238059841395131,0.0147004669113014,4.39715718880209e-09,6.12632747940646e-06,1.300677257187e-15,0.0227068132471316,6.95331052737588e-06,4.21117574896336e-09,0.000587471119307714,0.000213613041953999,0.000298740651353472,2.54532370354772e-05,0.000128231771136969,9.77922137909233e-08,0.243728407460336,0.639326963572959,-0.339616757248704,-2.12881311974856,0.453647756335563,-0.565711757614745,0.799822415481519,-0.288005629163636,1.89421713797265,1.22694618307774,4.43219388122672,-0.490872742513879,1.17021407540907,1.72430305892149,0.839570504508892,0.960450071928044,-0.329474197307958,1.16993939740308,0.807830845695908,1.48727519624974,0.456580048756357,"Petota","4 South"
"iopetalum",15.9223076923077,11.3923076923077,0.627169230769231,1.79989230769231,24.87,6.71461538461542,18.1553846153846,1248.50769230769,262.935384615385,11.3276923076923,92.8369230769231,134.146153846154,-18.4123076923077,-130.072307692308,264.207692307692,288.307692307692,3991.75076923077,-506.921875,58.2978461538462,19.846,3.78386821306532,1.51485433420054,0.0364025107439245,0.539319858800094,4.06959764595961,4.10169289627887,2.18982239357091,429.735569968503,86.6965296861148,11.220203703759,12.1848082826368,88.3937074911923,36.8934509249792,26.3011793205903,90.7252192538208,71.1064174048577,1372.56465354586,236.051803884367,12.4473375029948,4.90319564161986,15.55,12,0.631,1.805,24.95,6.35000000000004,18.6,1220,268.1,7.5,97.1,128.9,-16,-133.8,273.9,304,3865.5,-469.5,58.1,20.26,0.75305607524114,1.53141979566573e-05,0.000253315682936782,0.0176202231009116,0.0759264225624882,0.0717954630244586,0.354387726933258,0.231112898400711,1.90523252413812e-10,0.000100950728071276,0.348847002780779,0.555586105997484,0.0390859718571482,0.26298328846482,1.22296624524347e-07,0.738872397356385,0.0284870761555156,0.267285777515641,0.0112268655551721,0.224360570882606,-0.950576200066341,-1.26652499014836,0.567257274993961,0.158738635267109,0.117608770989244,-0.653606687766691,0.00798661635513328,-0.308113138334468,2.28608279063216,-0.670920149128658,-0.282600165503017,-0.00989978198854645,0.649532339210016,-0.264833947334015,-1.60313693668973,0.266890642685685,NA,0.00484336652644958,-0.69596397107668,"Petota","4 South"
"jamesii",11.494,13.1273333333333,0.398093333333333,7.67207333333333,28.922,-4.27866666666663,33.2006666666667,417.073333333333,78.0393333333333,13.2653333333333,57.7126666666667,-11.472,-72.8986666666667,-154.083333333333,142.606,128.653333333333,2801.362,-877.073333333333,37.5484,9.84786666666667,3.42667154135743,0.730256612676627,0.0408730801394938,1.00740885041852,3.14832692332092,3.67272436354259,2.82045492705091,114.834289518493,25.3726664127926,4.57279651952156,13.428544658045,15.1222229465657,17.2876298508875,25.4760116584675,26.9614321359009,37.4893249533599,949.323276786323,205.776450562896,7.00583305194164,3.24526574886566,10.8,13.1,0.399,7.647,28.7,-5.04999999999996,32.8,403.5,76.65,13.05,59.15,-12.15,-72.85,-154.9,142.95,123,2547.85,-875.5,37.955,9.22,0.000318610812927114,0.469907777776833,3.60999819266594e-13,1.12054060287669e-12,0.00132821593013669,1.05286501488526e-09,0.0096903672123466,0.0165321064499586,0.126780531506076,0.0157169468594257,0.0189960262421578,0.202161026313876,0.0216149761623616,0.292602824581913,0.00629529225656123,6.8018022060728e-07,0.20480080805356,0.0140645761716353,0.00032472226931253,0.444827463000744,0.227042008628418,2.49415609718298,-2.17834848056543,0.376560085568501,0.429079110203964,-0.842114328835474,0.38796013040847,0.497645537480533,0.323187400638569,-0.154258362606988,-0.179393027342623,-0.403052769654091,0.293210142730409,-0.217382742708113,0.356171366263202,1.02774157234483,-0.405557345433437,0.489567707425519,0.471801605078437,"Petota","1+2"
"kurtzianum",13.4207317073171,11.1926829268293,0.478585365853659,4.80126829268293,24.8243902439024,1.20000000000004,23.6243902439024,417.280487804878,88.6939024390244,7.75975609756098,77.4512195121951,-19.0024390243902,-71.2512195121951,-124.819512195122,105.821951219512,111.792682926829,3323.65925925926,-869.222222222222,36.2440243902439,9.34634146341463,5.59239977652381,1.3785643353208,0.0564704557781361,1.0364663501685,5.581645648205,5.49667127102653,3.53733389787971,244.162882002788,55.1815552194282,7.43086422629654,24.0382526629333,44.0699163244261,25.9139708918436,27.0753563820663,36.309764779849,84.0901541196919,1579.04180175651,281.593767686716,10.2999973462487,4.61973932036604,14.7,11.1,0.471,5.1075,25.5,2.30000000000004,24.05,352.5,68.4,5.25,83.85,-32.75,-76.4,-129,101.35,89.5,3529.1,-917,34.495,8.395,0.00025323570023375,0.586830671566983,0.00388797750882961,0.00624460028292564,0.000341389943932925,0.0258966570943302,3.94674548590862e-06,5.32032730265225e-06,4.40858834621922e-10,0.00617674519088194,1.71736428691346e-10,0.000307890701533623,0.263821668752905,7.35773254732093e-11,1.57959270520416e-07,0.0126684728749145,0.0122921562575489,5.57389683560165e-05,1.7235055074759e-06,-1.02869216171773,-0.0531452727542451,0.759311687885248,-0.277883013284798,-0.628210889616605,-1.0505287490783,-0.0758526684539541,1.1398143981651,1.01969067515342,2.06871275867625,-0.384209750458501,2.50447666941607,1.00918631755704,0.315088260418096,3.35840750280239,1.41694017607437,NA,NA,1.24083203767593,1.36280424467295,"Petota","4 South"
"laxissimum",14.7142857142857,8,0.724928571428571,0.739357142857143,19.8464285714286,8.81071428571431,11.0357142857143,2101.10714285714,361.735714285714,52.25,63.8142857142857,246.375,68.7785714285714,-41.55,287.925,353.714285714286,3565.10357142857,-59.5357142857143,75.5864285714286,12.5025,5.75996491023996,1.21898561350244,0.0299245081910495,0.208601021673879,5.4508227134964,6.36822780660563,1.60905177637254,964.399461545148,153.982087015643,37.1119777011262,13.2741384399422,161.621575899681,82.4685500420115,34.1264153145657,135.144727977084,40.4198861424324,2073.0260226846,279.134970955955,14.7633651223374,5.73741303492553,14.1,7.75,0.7225,0.6855,18.9,9.00000000000004,10.55,1975.5,340.15,48.7,65.85,217.95,61.75,-39.4,253.75,365,3332.4,28,73.96,13.01,0.488772659102166,1.15406435292872e-05,0.860438433859368,0.280915243404742,0.472315255888305,7.83038825738526e-05,0.456715789999209,0.153800843308388,0.0717094638055534,0.458206228527168,0.224023246373519,0.779960611482631,0.790367531866088,0.268757599818379,2.3255534212878e-10,0.408753171454439,9.59158214634436e-05,0.12110265871047,0.235841485200323,-0.0574101374927923,1.8864435197927,0.25814667275304,0.409602175843071,0.0975995862205405,-0.173552799272941,1.69191800254001,0.464825892363687,0.190091419011062,0.618482924792855,0.276268988001223,0.12807514799296,0.302651837661116,0.241812607456931,0.212000635281431,-4.3528517027677,-0.0100135728327137,-1.70838491787005,-0.64058292805676,-0.126859247072516,"Petota","4 South"
"lesteri",15.79,10.82,0.6452,1.3126,24.47,7.65000000000003,16.82,1041.6,214.5,5.22,90.44,77.68,-42.62,-131.64,209.3,275,3936.52,-690.8,56.836,21.75,2.1559220765139,0.846758525200662,0.0190446842977247,0.232839644390727,2.29608362217059,2.1851773383412,1.60530370958271,452.825904736025,79.0492567960003,1.37003649586425,1.60872620417521,73.0180936480815,29.3984183248011,4.91812972582057,75.1362761919966,48.0468521341409,791.666417754347,135.38537587199,12.5506525726753,3.33741666562627,14.95,10.9,0.643,1.383,23.85,7.35000000000004,17.2,783,171.8,5.5,89.9,51.2,-52,-133,176.5,283,3617.7,-678,51.38,22.32,0.627598453537869,0.185758026527684,0.975672630231351,0.476375342817988,0.884565750961684,0.350238665940809,0.0927608645360697,0.129115760139828,0.76611353131235,0.270498417345847,0.379018732432611,0.433452687366468,0.846756130236073,0.288941185904426,0.955590882859171,0.625889438899034,0.595514188906018,0.0657954751866763,0.911142151196227,0.805690141788385,-1.5627731554466,0.273282387035624,-0.379124751810298,0.125626263735162,0.700818915561291,-1.14453745916154,1.27401893195048,1.31422891747802,-0.874878015648985,1.41065556846327,1.22766117838587,1.04993503441998,-0.0407331147580868,1.18220050270031,0.101382884039527,0.806205582929344,0.83959962597262,1.7134113885956,0.140741887335047,"Petota","1+2"
"lignicaule",10.925,8.5625,0.7385,0.79,16.5625,4.98750000000004,11.575,1168.625,240.45,12.85,83.3375,115.2875,-10.375,-78.725,194.025,347.625,2168.9875,-353.125,66.21875,17.925,2.80344176224255,0.989859297360705,0.0157570845744292,0.115935942904446,2.75236910938299,2.8878748983589,1.28702314331506,466.825124033156,80.2693679342963,7.0575187869797,6.78126357799826,99.606847692028,50.2799803954957,16.8604990605684,86.5549330111891,22.6396460093477,1017.7080600721,265.396435275877,14.6614513387026,6.62015537150429,11.55,8.2,0.745,0.7405,17.15,5.65000000000004,10.95,973,204.4,10.3,83.4,67.6,-31,-76.85,153.35,359,2400.25,-416,62.27,20.25,0.420901844980293,0.262170900326332,0.0109983234828535,0.00724225361698041,0.598133633578766,0.117964132759969,0.0042678405663778,0.00144601064116238,0.375094993540397,0.747727888749195,0.014472390486658,0.0936859100957175,0.788400841668914,0.00529901139394865,0.0221796266812002,0.425357756499176,0.818976729237439,0.0887631140594292,0.000119794402148936,-0.587461633785543,0.809723834932165,-1.87191813578983,1.65814263685608,-0.972535529241564,-0.137002804659415,0.742811447407439,2.04284840793777,1.94294891979019,0.862865852337827,-0.305871734894277,1.59262033452724,1.42363156412102,-0.347878799770034,1.7320108082749,-1.53697354335798,-0.568433119624428,0.144446447679223,1.58604300813864,-2.61268534814157,"Petota","4 North"
"longiconicum",13.9029411764706,6.7,0.714235294117647,0.648941176470588,18.8794117647059,9.50882352941179,9.37058823529412,4231.05882352941,585.5,115.558823529412,46.2235294117647,478.605882352941,238.629411764706,-4.94705882352941,483.552941176471,365,3252.44705882353,144.176470588235,90.9011764705882,7.40588235294118,6.0137465076958,1.07238052947636,0.0264067449048645,0.139713756744028,6.06946915984857,6.36268996018284,1.44038393574524,494.005499790771,87.9662719455588,46.0522944437018,11.4193109146177,87.8396726327876,45.4376463506018,44.1561309113335,107.860014125063,0,2192.11507998487,86.5615642867243,6.1213661489419,4.46885899702532,11.45,6.6,0.724,0.581,16.25,7.25000000000004,9.5,4154,560.9,110.9,47.8,465.7,237.8,4.3,484.7,365,2364.4,157,91.28,7.18,0.0103638949948848,0.0446595126697965,0.0451296914170324,0.0476781586522681,0.0154459493120742,0.10390284647069,0.0367553441491875,0.0888331044203961,0.443223106912632,0.634188196425285,0.273732269179683,0.178374856750326,0.822801287807724,0.339883689351638,NA,0.0105390325937489,0.00116824283242407,0.0011274189204126,0.0530006544188167,0.929582011037946,-1.33988777837939,-0.574148538743696,1.18587241292971,0.966912884420081,0.99864892126389,-1.21889165492792,0.646449177741999,0.0659470625316908,0.82742219455544,-0.160570080196144,0.0479276139243056,0.36418512136336,0.127010217746742,-0.0784815069744701,NA,0.932546116914203,-2.18014084705295,-2.09948475169376,1.42021983938127,"Petota","4 North"
"loxophyllum",19.1115384615385,5.86923076923077,0.804230769230769,0.428615384615385,22.7115384615385,15.3961538461539,7.31538461538462,3556.53846153846,505.5,142.8,46.8076923076923,404.876923076923,200.261538461538,45.4769230769231,359.4,364.923076923077,5147.78461538462,141.923076923077,92.1769230769231,2.80076923076923,4.601365460661,1.11682930312008,0.0583939977596925,0.218550352116523,4.12685078914872,5.14435214330812,1.49546322469336,1950.75223163547,215.232719012081,132.782127311372,23.6610601882242,219.605373924251,166.392084840103,136.113385049905,140.491660487969,0.277350098112615,1683.34531209244,88.3642664754458,5.43355988988095,1.611414810751,20.65,5.4,0.804,0.382,24.55,17.05,6.8,3268,453.4,85.2,39.2,375,188.3,-12.5,360.7,365,5701.7,184,94.96,2.96,0.0397587919692067,0.183689258758069,0.504002488203337,0.0845436926516929,0.0856469455358775,0.298441513330737,0.0341615934844845,0.834421787367744,0.0021386801410169,0.0755442115110775,0.865442670767535,0.0483161961332984,0.0008756500424985,0.86892295454751,5.04459737485585e-07,0.0426233440527013,0.0481331735101217,0.252473038249551,0.56164340568992,-0.877494034923706,0.309093839212087,0.0806053525676879,0.705114158402172,-0.802974699951501,-0.755122580469613,0.790634183176001,1.00300911583421,0.267301386840724,1.41194240815345,0.31999548706108,0.292483834968489,1.02215100354264,1.52848115050302,-0.390195157060902,-3.60555127546377,-0.867117601439828,-1.09748740846191,-0.527383452017938,0.588777070546742,"Herpystichum",""
"medians_24",12.26875,8.78125,0.767875,0.5144375,17.75625,6.26250000000003,11.49375,627.8125,137.95,5.74375,90.21875,31.54375,-51.64375,-100.65,132.1875,233.625,2879.47333333333,-661.9375,46.01875,26.055,4.86103126918557,1.49898576822241,0.0643820627193631,0.297464164508377,4.20784485613874,5.84110434763837,2.07732801133251,321.314221855595,57.1246590070056,3.47332093727794,19.0339772950024,57.2480097907342,32.8570026782724,26.8230249350566,36.5808305901693,115.780755453285,1574.29728925396,350.952127552083,16.1510531648352,6.92679050258247,12.55,8.55,0.7715,0.466,17.75,7.35000000000004,11,647.5,154.9,5.85,80.8,50.6,-50.65,-94.95,133.2,291,3027,-636.5,48.01,27.86,0.99999115650474,0.851227207674871,0.224630912064367,0.154543653960579,0.956094785712762,0.276491786312039,0.711354504953379,0.479151169689643,0.419540946496571,0.00598332511268386,0.297081888180846,0.973620803002172,0.766053806482156,0.762697356959717,0.0497313433390931,0.999586458224957,0.999516724158783,0.783024829555181,0.0448118635557485,-0.0562887429196173,0.0236834582916153,-0.127327853892381,0.537987555397688,-0.0967422896151723,-0.000998474560553165,0.180429871643065,-0.102005729381312,-0.710199942173416,0.520577490010491,0.70436226891061,-0.515825817443736,0.0447858738205663,0.400877544833066,-0.24806463861561,-0.654187244356654,NA,-0.0878782377054288,-0.123956716976202,-1.07898888343439,"Petota","4 North"
"microdontum_24",12.2534482758621,9.45862068965517,0.589931034482759,2.57689655172414,19.1224137931035,2.95344827586211,16.1689655172414,1378.27586206897,290,14.1896551724138,89.0931034482759,155.706896551724,13.8896551724138,-73.8655172413793,229.558620689655,327.344827586207,2730.94137931034,-222.275862068966,59.538275862069,19.5603448275862,4.76628657182181,1.25257370509663,0.0716927626525075,0.750606390328493,4.78150428748438,4.90090973760562,2.36463579924144,568.380147973904,107.654500270873,14.5278143284722,12.4081750423571,110.15529599821,48.7777492073383,17.2799486577873,97.4724851917613,62.9377673704458,1585.76565182637,214.078406289399,9.7845319141145,4.92562358833784,12.75,9.8,0.578,2.481,19.45,2.75000000000004,16.7,1316,270.7,10.2,89.9,128.5,11.8,-74.9,199.9,351,2805.7,-206,60.7,18.64,0.583896586287607,0.180877810513448,0.121472654839079,0.187816638624285,0.325070309699964,0.282563406172401,0.0624165881271562,0.185093870397753,6.79612638677605e-07,0.34779728733488,0.24848738683171,0.190171814792634,0.446398284271567,0.149194266560301,4.677923976126e-07,0.395390236174442,0.68057657259218,0.424726405682588,0.0557763252976623,-0.124169632375725,-0.597030398053335,-0.178239231012401,0.419249894388379,-0.0654072175978979,0.28467847919415,-0.551066057123647,0.827353640438447,0.473757184778441,2.59981876720379,-0.555382396393082,0.399071645028869,0.668935375120454,0.496934550792464,0.383259245274784,-2.12076026822565,0.249130868901125,-0.489446909473042,0.385831110203518,0.107529436252773,"Petota","4 South"
"mite",22.7210280373832,7.25607476635514,0.71507476635514,0.79718691588785,27.6004672897196,17.3658878504673,10.2345794392523,2303.43925233645,321.159813084112,81.4261682242991,43.992523364486,192.232710280374,69.8028037383177,-34.2981308411215,226.528037383178,363.644859813084,6532.19528301887,-15.8411214953271,74.6116822429907,10.7532710280374,3.9275036323631,0.755630134402826,0.0626088035485787,0.492916563241445,3.98353625568226,4.23721494355311,1.48914961194068,927.993881908611,120.563575071109,63.960744648055,15.9088957014774,126.591263801603,80.6045968279771,62.5021357843503,102.397354766092,8.01561252082059,1266.14757489248,160.445144304232,8.39529961549479,4.59539592720123,24.05,7.4,0.728,0.589,29.15,18.35,10.4,2097,291.2,59.6,44.8,159.7,51.7,-50.6,204.2,365,6968.2,-9,73.7,10.56,5.10387122048347e-12,0.00274206565125627,1.30203892429106e-05,5.14316819639324e-12,3.2972025697513e-08,0.0229257754459686,6.65002705438943e-09,1.95295228405856e-09,4.76688090473402e-12,0.0297189248215506,2.96625892157816e-09,5.74636727301193e-09,3.13456689437946e-11,2.1753865555957e-08,6.06578693210463e-22,6.6175168462758e-11,0.000382320363620692,0.172336000156886,0.202989385425173,-2.1612548684074,-0.54173713618305,-0.864504324947549,1.64862578422463,-1.96971730405795,-1.6006340970029,-0.163733370298514,1.91945528266086,1.85850257367884,3.01543277114083,-0.103013644451362,1.82166960150464,1.91993950318429,2.91905692237471,1.68341187681723,-8.36731890959821,NA,-0.575382497158966,0.317006323002606,0.326645295528456,"Pteroidea",""
"mochiquense",17.0318181818182,7.58181818181818,0.704090909090909,0.892590909090909,22.8227272727273,12.0318181818182,10.7909090909091,631.727272727273,143.268181818182,6.23181818181818,81.8681818181818,35.0545454545454,-60.2590909090909,-113.027272727273,148.086363636364,174.818181818182,4386.23636363636,-824.136363636364,57.5263636363636,16.81,4.18086757499608,1.95024695960876,0.154592832055512,0.840240252438659,4.16369591065001,4.57671501694394,1.5330980433063,544.116950123092,116.20441097424,5.82640838184508,14.7824022264453,112.236449928892,48.7040788268528,19.2559003157395,102.890030501616,139.890990337081,1522.47992419181,454.714174531079,18.5115954768779,7.0285201314427,18.95,7.95,0.791,0.476,24.3,13.75,10.75,594,135.7,4.4,83.6,35.7,-60.5,-119.9,136.9,202.5,5084.45,-791.5,55.845,18.025,0.00690628443555647,0.0594184427248644,0.000106971369136028,0.000347936292335786,0.00746253019158245,0.903414980449927,0.0327856832103786,0.0216763321540077,0.000592785406104237,0.156584212488818,0.0441723841465067,0.130831009094537,0.0816911651885793,0.0213910871188909,0.00342340856637731,0.00735580631270132,0.195810886093026,0.394221448739972,0.303579589641243,-0.721426560552654,-0.236911634020751,-0.964935806909803,0.955648697311282,-0.758523847363127,-0.748748444601327,-0.37704883000814,0.600185602105067,0.293508057218524,1.34111079480522,-0.727771535779216,0.291477985324158,0.666184118123494,0.940897071475547,0.462393993355128,0.067804056963805,-0.72497517691751,0.31406685152353,0.140913407430611,-0.285199407141773,"Petota","3"
"morelliforme",16.1133333333333,10.2566666666667,0.6429,1.57886666666667,23.84,7.89333333333336,15.9466666666667,1619.36666666667,315.493333333333,20.3133333333333,85.0233333333333,185.156666666667,12.4866666666667,-110.626666666667,295.79,303.5,4064.12333333333,-404.533333333333,60.4033333333333,17.0446666666667,4.14957275186114,2.15049045461781,0.0537300724888323,0.567996523382593,4.68580762552714,4.51531366255593,3.06737373158137,955.661658615185,165.643437026298,19.3796326311811,12.7643275369784,168.051042499169,81.1701012278125,35.6715276524215,149.529970124779,77.4257152327981,1500.54516522664,296.624659301527,16.1645212464346,5.36787232833768,16.25,9.7,0.658,1.66,24.1,7.55000000000004,16.15,1524,302.35,12.95,84.95,168,-5.7,-115.2,298.9,330.5,4112.85,-386.5,66.485,16.905,0.349895428338859,0.0385494328112875,0.00223686648815896,0.639063479733705,0.0345773891459722,0.691925986910642,0.000535885682125436,0.00230608414244301,8.4151528311741e-05,0.730679000398304,0.0051100768946217,0.000469411551315415,0.367937236377179,0.0244683945263756,3.45708028191643e-05,0.408453412569607,0.452300521355848,0.0376110785815309,0.983104082892892,0.00528708068950497,-0.341031361459846,-0.995360989305943,0.189436032126928,-0.490597899393545,1.09023722470149,-0.226525675332106,1.39174416805424,1.23917395511,1.56288209252768,0.349149703299432,1.20881497063363,1.45725492814284,0.240086248901792,0.971442428657265,-1.37186956801022,0.0606748111037903,-0.188917221693503,0.213502459391734,-0.153702658604204,"Petota","1+2"
"multifidum",18.2842857142857,5.44571428571429,0.514914285714286,1.81951428571429,24.13,13.5814285714286,10.5485714285714,108.771428571429,25.2828571428571,1.81428571428571,68.9771428571429,-71.2514285714286,-106.877142857143,-135.011428571429,63.7628571428571,34.9142857142857,4839.75714285714,-1287.45714285714,36.4405714285714,12.5062857142857,2.60564351960518,1.77322286465382,0.146395992276503,0.6729126056108,3.36738683813533,2.68796571106581,1.86458817856122,181.006676138541,43.7392506842558,1.84281479985229,29.6951281973232,43.9183090014429,21.6158858483386,15.6340272074309,34.3755306758121,70.1776617000073,947.723713861337,242.737008843285,12.7398820159966,6.48694031280146,18.65,5.1,0.513,1.902,24.45,13.95,10.2,55,11.3,1.2,62.8,-82.2,-112.6,-137.6,53.9,19,4961.4,-1351,34.87,10.33,7.37483399002442e-07,0.126042114409481,0.0611734360533813,0.00318011654608377,5.64066815794562e-07,0.0925211915249849,2.0267900662423e-10,4.44813127124226e-10,4.73817427414584e-08,0.0370978994699516,4.51443507009128e-08,5.59050900691698e-06,0.000163742011378574,3.38261129875019e-07,1.37888906735465e-10,7.70483238145338e-07,2.38524494526591e-05,0.65393416642656,0.000816655775794907,-2.69108644458963,0.248829912714809,0.776548918358192,-1.11731487808782,-1.73257112395267,-2.70631356743393,0.698542363499026,3.91626579032447,3.57821241781113,3.60631900300587,0.324877832707109,2.9627895721792,2.48571283056425,2.05210748215903,2.43613385953162,4.02519446150917,-2.68248632075585,2.21750223055303,0.328503422882067,1.35526617411117,"Regmandra",""
"multiinterruptum_24",9.16111111111114,8.85,0.822,0.301222222222222,14.4,3.61111111111114,10.7888888888889,1030.66666666667,207.772222222222,11.2,78.4388888888889,94.3222222222222,-21.9833333333333,-87.9277777777778,182.244444444444,341.611111111111,1995.7,-422.777777777778,62.1277777777778,25.2122222222222,5.66068888853736,1.3836226959348,0.0284294793149232,0.163668443742599,5.20511626134494,6.24821281637339,1.79374366615447,438.876104719906,48.2248996651358,18.2227072309119,13.2947198226739,49.9362953649071,34.6263967652018,20.4404099635287,45.2283126087842,53.3127717717521,1932.61922345224,212.606113451905,8.05178062554054,7.58791962154361,8.25000000000004,9.25,0.8245,0.255,13.15,2.70000000000004,11.1,969,214.65,7,78.9,93.95,-28.2,-90.95,178.75,365,1261.5,-441,62.575,25.665,0.0374850451853933,0.22073486387545,0.742539576832227,0.0962552594755428,0.0751342300046305,0.297331745603176,9.20227019427034e-05,0.838991739033037,5.81143561630446e-07,0.104130292457271,0.886525453262649,0.0036788418045301,0.247808844039013,0.842552419839109,9.97181389568431e-07,0.00729587834207928,0.532729111271411,0.179012107986224,0.263011571443649,1.44911336528532,-0.240814453610301,-0.365527540156755,0.990438243360694,1.64981631929903,1.24728530860197,-0.25472010543704,2.77444201121612,0.282761416769438,3.79266133473014,-0.92840173136161,0.0512142896923238,1.95008926366658,0.968531796831742,0.0177022581888395,-3.22043046053937,NA,0.360427060747603,-0.677898078992812,-0.439010482546903,"Petota","3"
"neocardenasii",18.69,8.76,0.6316,2.067,24.83,11.01,13.82,834.6,153.12,15.9,70.76,2.74,-50.68,-94.08,96.82,224,4994.44,-641.8,56.7,16.186,2.92455124762757,1.03585713300629,0.043165958810155,0.145512886027321,2.62240347772802,3.34185577187285,0.903880523078133,373.442498920517,48.3002277427343,13.0220966053858,14.6943186300012,50.9556964430867,25.8264786604756,9.6424581928054,43.4924361239975,114.359083591991,1062.74040715501,262.797831041278,7.19475850880347,3.55184881435007,17.95,8.9,0.645,2.11,24.45,9.95000000000004,13.5,665,137.4,11.1,77.2,-20.7,-68.8,-95.3,85.6,159,4732,-824,59.05,16.74,0.713492714945881,0.53290425208882,0.133669573498427,0.576308296285904,0.683455090036427,0.659493660497905,0.221060922356184,0.209345699764861,0.0107567621967061,0.0198194469898715,0.30768463383392,0.011554563317507,0.887811826292061,0.463717131381545,0.069113964038206,0.71703386640731,0.010098378147621,0.688262741055782,0.498505439932825,0.973371105757965,-1.19534884200098,-1.72167913332289,-1.08950652684474,1.06573769651057,0.852527515135103,0.407870112542879,1.24763505390954,0.417290035593401,2.09557165594703,-1.99046071970118,0.779955303760576,0.609258120068377,0.494502989200456,0.486377851270169,0.617952565252591,0.972544250625217,0.606103246426924,-0.698850215757303,-0.950102282677513,"Petota","4 South"
